Device_Type,Region,Base_Lifespan,Current_Age_Years,Usage_Hours_Per_Day,Dust_Index,Humidity_Index,Temperature_Stress,Power_Outage_Freq,Maintenance_Frequency,Actual_Total_Lifespan,Remaining_Useful_Life,Is_Failed
Printer,Vidarbha/Marathwada,5,3.79,4.8,0.86,0.28,0.85,Medium,Biannual,5.05,1.26,0
Projector,Vidarbha/Marathwada,5,5.19,2.4,0.82,0.37,0.87,Medium,Biannual,5.11,0.0,1
Keyboard,Vidarbha/Marathwada,4,0.98,4.8,0.93,0.46,0.76,Low,Rare,2.99,2.01,0
Printer,Pune/Nashik,5,2.33,6.2,0.42,0.55,0.59,Medium,Rare,3.31,0.98,0
Printer,Pune/Nashik,5,5.53,6.8,0.46,0.41,0.57,Medium,Biannual,5.22,0.0,1
Hard Disk / SSD,Konkan/Mumbai,5,1.96,3.9,0.36,0.75,0.63,Medium,Rare,3.39,1.43,0
Monitor,Pune/Nashik,7,1.6,6.1,0.47,0.7,0.54,Medium,Rare,4.81,3.21,0
Monitor,Vidarbha/Marathwada,7,0.89,9.1,0.8,0.32,0.97,Low,Rare,3.99,3.1,0
Computer,Vidarbha/Marathwada,6,2.3,2.5,0.88,0.3,0.9,Medium,Biannual,4.87,2.57,0
Printer,Konkan/Mumbai,5,2.02,3.9,0.5,0.86,0.71,Medium,Rare,3.71,1.69,0
Projector,Vidarbha/Marathwada,5,2.69,9.6,0.84,0.41,0.79,Medium,Rare,2.59,0.0,1
Mouse,Konkan/Mumbai,3,2.49,9.5,0.43,0.81,0.63,Medium,Rare,1.77,0.0,1
Printer,Pune/Nashik,5,0.88,2.8,0.55,0.66,0.67,Medium,Annual,4.9,4.02,0
Hard Disk / SSD,Vidarbha/Marathwada,5,0.73,6.2,0.79,0.5,0.94,High,Rare,2.87,2.14,0
Mouse,Vidarbha/Marathwada,3,1.88,6.0,0.72,0.43,0.73,High,Biannual,2.64,0.76,0
Projector,Vidarbha/Marathwada,5,2.58,3.5,0.91,0.45,0.98,High,Rare,3.38,0.8,0
Computer,Pune/Nashik,6,5.16,6.6,0.47,0.44,0.54,Low,Annual,4.35,0.0,1
Mouse,Konkan/Mumbai,3,1.88,4.6,0.46,0.95,0.68,Medium,Rare,2.2,0.32,0
Monitor,Pune/Nashik,7,4.58,4.8,0.62,0.49,0.54,Medium,Rare,5.33,0.75,0
Router / Switch,Pune/Nashik,6,2.01,4.6,0.46,0.65,0.48,Medium,Rare,4.45,2.44,0
Hard Disk / SSD,Konkan/Mumbai,5,1.08,2.3,0.55,0.79,0.57,Medium,Rare,3.43,2.35,0
Monitor,Pune/Nashik,7,1.46,2.5,0.58,0.55,0.47,Medium,Annual,7.82,6.36,0
Router / Switch,Konkan/Mumbai,6,1.73,9.8,0.32,0.85,0.72,Low,Rare,3.57,1.84,0
Keyboard,Vidarbha/Marathwada,4,1.39,5.9,0.77,0.22,0.86,Low,Rare,2.85,1.46,0
Monitor,Vidarbha/Marathwada,7,6.05,5.4,0.67,0.39,0.78,Medium,Annual,6.37,0.32,0
Monitor,Pune/Nashik,7,3.92,6.5,0.56,0.66,0.65,Medium,Rare,5.05,1.13,0
Keyboard,Pune/Nashik,4,0.7,7.2,0.66,0.57,0.62,Medium,Annual,3.08,2.38,0
Motherboard,Pune/Nashik,8,4.2,7.2,0.53,0.63,0.52,Medium,Annual,5.39,1.19,0
Hard Disk / SSD,Konkan/Mumbai,5,2.2,7.5,0.49,0.75,0.59,Medium,Annual,3.6,1.4,0
Printer,Konkan/Mumbai,5,1.9,4.6,0.3,0.73,0.71,Medium,Rare,3.62,1.72,0
Printer,Pune/Nashik,5,1.14,7.0,0.64,0.49,0.56,Low,Rare,3.33,2.19,0
Smartphone,Konkan/Mumbai,4,0.88,6.7,0.38,0.91,0.77,Low,Annual,3.17,2.29,0
Mouse,Vidarbha/Marathwada,3,1.12,2.1,0.74,0.27,0.95,Low,Annual,3.51,2.39,0
Monitor,Konkan/Mumbai,7,6.44,7.6,0.55,0.92,0.71,Low,Biannual,6.75,0.31,0
Router / Switch,Pune/Nashik,6,0.86,8.2,0.54,0.49,0.56,Medium,Rare,3.17,2.31,0
Monitor,Vidarbha/Marathwada,7,4.64,6.6,0.88,0.48,0.78,Medium,Annual,5.85,1.21,0
Computer,Pune/Nashik,6,1.87,2.4,0.69,0.53,0.56,Medium,Rare,3.85,1.98,0
Keyboard,Vidarbha/Marathwada,4,1.3,2.8,0.93,0.26,0.75,High,Rare,3.62,2.32,0
Monitor,Konkan/Mumbai,7,3.63,2.9,0.42,0.78,0.54,High,Rare,5.67,2.04,0
Keyboard,Pune/Nashik,4,2.29,2.5,0.64,0.53,0.4,Low,Rare,3.77,1.48,0
Mouse,Vidarbha/Marathwada,3,2.88,2.9,0.65,0.24,0.71,High,Rare,2.28,0.0,1
Smartphone,Pune/Nashik,4,3.67,6.0,0.48,0.49,0.51,Medium,Biannual,3.59,0.0,1
Mouse,Konkan/Mumbai,3,2.31,8.0,0.41,0.91,0.78,High,Rare,1.95,0.0,1
Hard Disk / SSD,Konkan/Mumbai,5,0.72,9.9,0.55,0.73,0.51,Low,Annual,2.9,2.18,0
Printer,Konkan/Mumbai,5,2.05,3.4,0.51,0.9,0.67,High,Biannual,5.15,3.1,0
Keyboard,Vidarbha/Marathwada,4,0.61,9.0,0.71,0.27,0.92,Low,Annual,3.35,2.74,0
Router / Switch,Vidarbha/Marathwada,6,3.3,6.5,0.7,0.2,0.79,Medium,Rare,3.69,0.39,0
Motherboard,Vidarbha/Marathwada,8,7.2,2.0,0.77,0.49,0.97,Medium,Annual,6.68,0.0,1
Hard Disk / SSD,Pune/Nashik,5,3.18,8.4,0.7,0.66,0.69,Medium,Annual,3.16,0.0,1
Motherboard,Pune/Nashik,8,2.15,7.8,0.43,0.52,0.68,Low,Rare,4.95,2.8,0
Hard Disk / SSD,Vidarbha/Marathwada,5,3.51,7.2,0.8,0.36,0.96,Medium,Annual,3.98,0.47,0
Projector,Konkan/Mumbai,5,4.16,6.0,0.4,0.9,0.73,Medium,Rare,3.27,0.0,1
Computer,Pune/Nashik,6,3.39,5.1,0.66,0.46,0.68,High,Rare,3.29,0.0,1
Hard Disk / SSD,Pune/Nashik,5,3.71,8.5,0.42,0.67,0.68,Medium,Annual,3.55,0.0,1
Mouse,Vidarbha/Marathwada,3,0.87,9.2,0.81,0.34,0.98,Medium,Rare,1.89,1.02,0
Computer,Konkan/Mumbai,6,0.58,5.4,0.48,0.83,0.79,Low,Annual,5.02,4.44,0
Router / Switch,Vidarbha/Marathwada,6,2.31,3.2,0.75,0.3,0.83,Medium,Rare,4.51,2.2,0
Hard Disk / SSD,Pune/Nashik,5,3.5,4.9,0.59,0.4,0.68,High,Annual,3.28,0.0,1
Mouse,Vidarbha/Marathwada,3,1.04,2.5,0.64,0.26,0.95,Low,Annual,3.5,2.46,0
Router / Switch,Vidarbha/Marathwada,6,3.7,3.0,0.67,0.28,0.85,High,Rare,3.92,0.22,0
Projector,Vidarbha/Marathwada,5,1.11,4.8,0.87,0.29,0.9,Medium,Biannual,4.67,3.56,0
Keyboard,Konkan/Mumbai,4,0.33,6.0,0.53,0.82,0.78,High,Rare,2.99,2.66,0
Mouse,Pune/Nashik,3,3.49,6.8,0.53,0.67,0.49,Low,Biannual,2.82,0.0,1
Projector,Konkan/Mumbai,5,5.15,2.4,0.51,0.92,0.58,Low,Biannual,6.0,0.85,0
Monitor,Pune/Nashik,7,4.13,8.2,0.47,0.42,0.64,Medium,Rare,4.19,0.06,0
Monitor,Vidarbha/Marathwada,7,4.4,9.3,0.77,0.21,0.78,High,Rare,4.35,0.0,1
Keyboard,Vidarbha/Marathwada,4,0.5,7.1,0.92,0.35,0.76,Low,Rare,2.84,2.34,0
Motherboard,Pune/Nashik,8,1.53,6.3,0.44,0.53,0.53,Low,Rare,5.34,3.81,0
Keyboard,Konkan/Mumbai,4,0.5,5.9,0.41,0.82,0.71,Medium,Rare,2.7,2.2,0
Monitor,Konkan/Mumbai,7,0.1,9.9,0.37,0.96,0.55,Low,Annual,4.86,4.76,0
Router / Switch,Konkan/Mumbai,6,5.61,4.9,0.51,0.9,0.63,Medium,Annual,5.73,0.12,0
Motherboard,Konkan/Mumbai,8,4.16,4.8,0.5,0.95,0.6,High,Biannual,5.42,1.26,0
Smartphone,Pune/Nashik,4,2.28,8.6,0.54,0.65,0.49,Low,Rare,2.38,0.1,0
Keyboard,Konkan/Mumbai,4,0.36,7.4,0.43,0.73,0.68,Low,Rare,2.59,2.23,0
Hard Disk / SSD,Konkan/Mumbai,5,3.01,5.6,0.44,0.89,0.5,High,Rare,2.84,0.0,1
Router / Switch,Pune/Nashik,6,2.79,7.0,0.67,0.43,0.52,Medium,Rare,4.05,1.26,0
Keyboard,Vidarbha/Marathwada,4,2.3,3.8,0.6,0.39,0.82,Medium,Rare,3.41,1.11,0
Smartphone,Pune/Nashik,4,2.56,4.1,0.54,0.43,0.43,Medium,Biannual,4.59,2.03,0
Mouse,Pune/Nashik,3,1.49,5.2,0.58,0.64,0.42,High,Annual,2.62,1.13,0
Projector,Konkan/Mumbai,5,0.21,7.8,0.32,0.75,0.57,Medium,Rare,2.87,2.66,0
Motherboard,Pune/Nashik,8,2.02,8.8,0.41,0.66,0.61,High,Annual,4.66,2.64,0
Mouse,Pune/Nashik,3,1.13,9.7,0.65,0.61,0.6,Low,Rare,1.9,0.77,0
Printer,Pune/Nashik,5,0.36,6.0,0.41,0.54,0.58,Medium,Biannual,4.48,4.12,0
Smartphone,Pune/Nashik,4,1.81,9.3,0.6,0.41,0.68,High,Annual,2.76,0.95,0
Computer,Konkan/Mumbai,6,1.61,3.8,0.53,0.88,0.57,High,Rare,3.91,2.3,0
Hard Disk / SSD,Pune/Nashik,5,0.95,8.9,0.41,0.46,0.46,High,Rare,2.7,1.75,0
Keyboard,Konkan/Mumbai,4,0.6,8.8,0.35,0.82,0.53,Medium,Rare,2.36,1.76,0
Printer,Vidarbha/Marathwada,5,3.34,8.9,0.64,0.21,0.9,Medium,Rare,2.86,0.0,1
Hard Disk / SSD,Vidarbha/Marathwada,5,2.68,8.0,0.82,0.35,0.87,Medium,Annual,3.63,0.95,0
Router / Switch,Pune/Nashik,6,4.31,7.4,0.61,0.47,0.6,Low,Rare,3.9,0.0,1
Monitor,Vidarbha/Marathwada,7,4.24,9.1,0.86,0.48,0.83,Medium,Biannual,6.09,1.85,0
Mouse,Pune/Nashik,3,0.15,6.7,0.59,0.43,0.44,Low,Rare,2.17,2.02,0
Printer,Pune/Nashik,5,3.67,6.4,0.6,0.43,0.64,Medium,Annual,3.99,0.32,0
Router / Switch,Konkan/Mumbai,6,4.95,8.8,0.47,0.84,0.75,Low,Annual,4.57,0.0,1
Keyboard,Pune/Nashik,4,0.39,3.5,0.59,0.59,0.46,Medium,Rare,3.27,2.88,0
Mouse,Vidarbha/Marathwada,3,3.94,2.2,0.88,0.42,0.94,Medium,Annual,3.43,0.0,1
Computer,Konkan/Mumbai,6,0.87,8.5,0.36,0.85,0.56,Low,Rare,3.23,2.36,0
Monitor,Konkan/Mumbai,7,3.85,5.8,0.56,0.92,0.69,High,Rare,4.66,0.81,0
Monitor,Konkan/Mumbai,7,3.8,4.5,0.37,0.97,0.75,Low,Rare,5.82,2.02,0
Monitor,Konkan/Mumbai,7,6.34,6.7,0.56,0.89,0.58,Medium,Annual,6.41,0.07,0
Mouse,Konkan/Mumbai,3,1.34,9.6,0.34,0.88,0.71,High,Biannual,2.45,1.11,0
Printer,Konkan/Mumbai,5,3.58,6.0,0.4,0.73,0.7,Low,Annual,5.03,1.45,0
Printer,Vidarbha/Marathwada,5,2.11,5.5,0.84,0.33,0.96,Medium,Biannual,5.46,3.35,0
Smartphone,Vidarbha/Marathwada,4,0.14,6.4,0.85,0.47,0.85,Low,Rare,2.75,2.61,0
Monitor,Pune/Nashik,7,5.99,2.8,0.69,0.48,0.68,High,Rare,6.1,0.11,0
Printer,Vidarbha/Marathwada,5,0.95,2.8,0.93,0.26,0.94,Medium,Rare,4.42,3.47,0
Motherboard,Pune/Nashik,8,1.23,7.2,0.65,0.48,0.65,High,Rare,3.66,2.43,0
Computer,Konkan/Mumbai,6,0.01,3.2,0.42,0.81,0.72,Medium,Rare,4.13,4.12,0
Router / Switch,Pune/Nashik,6,0.88,2.1,0.55,0.55,0.51,Medium,Rare,4.87,3.99,0
Printer,Vidarbha/Marathwada,5,4.15,3.1,0.7,0.23,0.77,Medium,Rare,4.18,0.03,0
Keyboard,Vidarbha/Marathwada,4,0.31,5.3,0.64,0.39,0.94,High,Annual,3.91,3.6,0
Printer,Konkan/Mumbai,5,2.11,5.0,0.45,0.75,0.72,High,Rare,3.5,1.39,0
Mouse,Konkan/Mumbai,3,1.52,8.5,0.46,0.86,0.55,Medium,Annual,2.12,0.6,0
Computer,Pune/Nashik,6,0.55,6.6,0.43,0.64,0.47,Medium,Rare,3.1,2.55,0
Smartphone,Vidarbha/Marathwada,4,1.5,6.5,0.77,0.31,0.98,Medium,Annual,3.45,1.95,0
Printer,Pune/Nashik,5,5.07,6.1,0.54,0.56,0.6,Low,Annual,4.8,0.0,1
Smartphone,Konkan/Mumbai,4,2.67,2.8,0.54,0.78,0.7,Low,Rare,3.24,0.57,0
Router / Switch,Konkan/Mumbai,6,1.96,5.5,0.38,0.97,0.73,Medium,Rare,3.9,1.94,0
Monitor,Pune/Nashik,7,3.3,9.9,0.48,0.42,0.58,Medium,Rare,3.84,0.54,0
Keyboard,Pune/Nashik,4,1.25,5.7,0.41,0.43,0.53,Medium,Annual,3.62,2.37,0
Mouse,Konkan/Mumbai,3,1.37,2.6,0.56,0.75,0.53,Medium,Annual,3.04,1.67,0
Printer,Pune/Nashik,5,0.93,9.0,0.7,0.62,0.52,High,Rare,2.76,1.83,0
Monitor,Konkan/Mumbai,7,2.46,9.6,0.45,0.93,0.63,Low,Rare,4.41,1.95,0
Mouse,Vidarbha/Marathwada,3,0.59,8.1,0.73,0.33,0.98,Medium,Rare,2.01,1.42,0
Monitor,Konkan/Mumbai,7,4.35,3.6,0.54,0.88,0.75,Medium,Annual,6.82,2.47,0
Computer,Pune/Nashik,6,5.95,3.0,0.62,0.69,0.46,High,Annual,5.27,0.0,1
Keyboard,Pune/Nashik,4,3.06,7.1,0.47,0.68,0.45,High,Rare,2.69,0.0,1
Projector,Vidarbha/Marathwada,5,2.72,9.9,0.62,0.23,0.78,Medium,Biannual,3.62,0.9,0
Keyboard,Pune/Nashik,4,3.63,4.7,0.68,0.58,0.45,Low,Biannual,4.37,0.74,0
Router / Switch,Pune/Nashik,6,4.01,4.6,0.48,0.49,0.66,Medium,Rare,4.72,0.71,0
Motherboard,Pune/Nashik,8,1.47,5.4,0.69,0.66,0.66,Medium,Rare,4.9,3.43,0
Keyboard,Vidarbha/Marathwada,4,2.89,7.5,0.79,0.35,1.0,Medium,Rare,2.6,0.0,1
Computer,Pune/Nashik,6,2.31,8.9,0.41,0.44,0.45,High,Annual,3.41,1.1,0
Projector,Pune/Nashik,5,1.82,7.0,0.69,0.41,0.49,Medium,Annual,3.41,1.59,0
Mouse,Konkan/Mumbai,3,0.81,7.9,0.49,0.73,0.59,Medium,Rare,1.78,0.97,0
Router / Switch,Vidarbha/Marathwada,6,3.8,10.0,0.87,0.25,0.84,Medium,Biannual,4.09,0.29,0
Projector,Konkan/Mumbai,5,3.56,7.2,0.51,0.81,0.52,High,Rare,2.83,0.0,1
Printer,Pune/Nashik,5,2.66,9.9,0.59,0.58,0.45,Low,Rare,2.97,0.31,0
Keyboard,Konkan/Mumbai,4,2.08,5.9,0.45,0.9,0.74,Medium,Annual,3.23,1.15,0
Motherboard,Vidarbha/Marathwada,8,2.68,5.7,0.74,0.22,0.97,Medium,Biannual,6.52,3.84,0
Monitor,Pune/Nashik,7,4.67,3.8,0.46,0.68,0.53,Low,Rare,5.96,1.29,0
Smartphone,Pune/Nashik,4,4.7,2.4,0.6,0.43,0.54,Medium,Rare,3.78,0.0,1
Printer,Vidarbha/Marathwada,5,3.34,3.6,0.63,0.37,0.82,High,Rare,3.82,0.48,0
Motherboard,Vidarbha/Marathwada,8,2.23,5.9,0.85,0.33,0.96,Low,Rare,4.61,2.38,0
Hard Disk / SSD,Vidarbha/Marathwada,5,0.51,3.4,0.95,0.43,0.96,High,Annual,3.46,2.95,0
Projector,Vidarbha/Marathwada,5,3.2,4.0,0.87,0.35,0.73,High,Annual,4.03,0.83,0
Mouse,Pune/Nashik,3,2.2,4.4,0.55,0.62,0.58,Low,Rare,2.37,0.17,0
Motherboard,Pune/Nashik,8,0.28,9.3,0.63,0.44,0.6,High,Annual,4.32,4.04,0
Router / Switch,Vidarbha/Marathwada,6,0.75,3.1,0.77,0.42,0.94,Medium,Rare,5.05,4.3,0
Monitor,Konkan/Mumbai,7,0.66,8.8,0.4,0.96,0.64,High,Rare,3.9,3.24,0
Smartphone,Konkan/Mumbai,4,3.64,2.8,0.51,0.7,0.59,High,Rare,3.17,0.0,1
Projector,Konkan/Mumbai,5,3.55,3.4,0.48,0.81,0.52,Low,Rare,3.78,0.23,0
Monitor,Pune/Nashik,7,5.67,2.1,0.61,0.69,0.49,Low,Biannual,7.69,2.02,0
Monitor,Konkan/Mumbai,7,4.7,7.9,0.36,0.97,0.72,Medium,Biannual,6.34,1.64,0
Motherboard,Konkan/Mumbai,8,2.92,8.6,0.56,0.92,0.66,Medium,Annual,4.76,1.84,0
Mouse,Vidarbha/Marathwada,3,1.14,2.1,0.9,0.27,0.83,Medium,Rare,2.48,1.34,0
Monitor,Konkan/Mumbai,7,4.38,7.1,0.48,0.97,0.69,Medium,Rare,4.55,0.17,0
Hard Disk / SSD,Vidarbha/Marathwada,5,0.93,4.1,0.65,0.44,0.79,High,Rare,2.85,1.92,0
Projector,Konkan/Mumbai,5,0.29,9.3,0.49,0.88,0.68,Medium,Rare,2.75,2.46,0
Keyboard,Vidarbha/Marathwada,4,4.34,2.7,0.77,0.43,0.83,Low,Rare,3.36,0.0,1
Hard Disk / SSD,Pune/Nashik,5,3.24,8.4,0.63,0.59,0.65,Medium,Rare,2.49,0.0,1
Hard Disk / SSD,Pune/Nashik,5,3.27,6.5,0.59,0.63,0.57,Low,Rare,3.33,0.06,0
Monitor,Vidarbha/Marathwada,7,0.9,7.3,0.62,0.45,0.89,Low,Rare,4.75,3.85,0
Smartphone,Vidarbha/Marathwada,4,2.93,3.3,0.78,0.37,0.97,Low,Rare,3.62,0.69,0
Computer,Konkan/Mumbai,6,4.69,4.6,0.34,0.74,0.79,Medium,Rare,3.7,0.0,1
Smartphone,Vidarbha/Marathwada,4,2.71,8.9,0.87,0.36,0.76,Medium,Biannual,3.19,0.48,0
Hard Disk / SSD,Vidarbha/Marathwada,5,1.13,9.2,0.82,0.47,0.89,Medium,Rare,2.51,1.38,0
Monitor,Konkan/Mumbai,7,5.51,2.2,0.42,0.82,0.56,Medium,Biannual,7.84,2.33,0
Motherboard,Konkan/Mumbai,8,1.44,2.6,0.46,0.88,0.73,High,Annual,5.7,4.26,0
Hard Disk / SSD,Vidarbha/Marathwada,5,0.07,5.0,0.66,0.21,0.8,Medium,Annual,3.71,3.64,0
Hard Disk / SSD,Konkan/Mumbai,5,4.43,2.1,0.5,0.94,0.7,High,Biannual,3.86,0.0,1
Motherboard,Konkan/Mumbai,8,5.35,2.2,0.44,0.98,0.53,High,Biannual,5.91,0.56,0
Router / Switch,Pune/Nashik,6,0.38,4.1,0.7,0.41,0.42,Medium,Rare,3.84,3.46,0
Smartphone,Pune/Nashik,4,2.99,6.3,0.46,0.43,0.43,Medium,Rare,3.17,0.18,0
Smartphone,Konkan/Mumbai,4,3.19,2.4,0.43,0.95,0.65,Low,Rare,3.9,0.71,0
Hard Disk / SSD,Pune/Nashik,5,0.79,10.0,0.56,0.57,0.56,Medium,Annual,3.09,2.3,0
Smartphone,Vidarbha/Marathwada,4,2.88,9.1,0.6,0.21,0.8,Medium,Annual,2.88,0.0,1
Printer,Konkan/Mumbai,5,1.88,9.6,0.53,0.82,0.53,Medium,Rare,2.97,1.09,0
Motherboard,Pune/Nashik,8,3.69,2.4,0.64,0.64,0.61,Low,Rare,6.12,2.43,0
Keyboard,Konkan/Mumbai,4,2.47,7.0,0.48,0.78,0.73,Low,Rare,3.01,0.54,0
Hard Disk / SSD,Vidarbha/Marathwada,5,5.33,3.3,0.92,0.41,0.81,Medium,Biannual,4.93,0.0,1
Printer,Konkan/Mumbai,5,1.63,7.1,0.52,0.8,0.72,Low,Rare,3.77,2.14,0
Motherboard,Konkan/Mumbai,8,2.25,9.3,0.58,0.83,0.57,High,Rare,3.11,0.86,0
Keyboard,Pune/Nashik,4,2.03,9.8,0.58,0.5,0.49,Medium,Annual,3.02,0.99,0
Keyboard,Pune/Nashik,4,1.18,2.9,0.46,0.62,0.53,High,Rare,3.55,2.37,0
Monitor,Konkan/Mumbai,7,0.64,8.0,0.5,0.73,0.54,Medium,Rare,4.84,4.2,0
Hard Disk / SSD,Vidarbha/Marathwada,5,2.13,5.9,0.94,0.24,0.97,High,Annual,4.05,1.92,0
Hard Disk / SSD,Vidarbha/Marathwada,5,0.51,2.5,0.6,0.28,0.98,High,Rare,3.85,3.34,0
Printer,Pune/Nashik,5,0.83,8.2,0.62,0.4,0.48,Medium,Rare,3.23,2.4,0
Printer,Vidarbha/Marathwada,5,2.34,7.8,0.74,0.33,0.95,Low,Annual,4.22,1.88,0
Motherboard,Vidarbha/Marathwada,8,1.41,4.6,0.88,0.21,0.77,Medium,Rare,4.44,3.03,0
Smartphone,Pune/Nashik,4,1.91,5.6,0.46,0.63,0.52,Medium,Biannual,3.78,1.87,0
Hard Disk / SSD,Vidarbha/Marathwada,5,1.85,8.0,0.66,0.49,0.9,Low,Rare,2.79,0.94,0
Smartphone,Konkan/Mumbai,4,1.21,4.5,0.38,0.92,0.62,Low,Biannual,4.76,3.55,0
Keyboard,Vidarbha/Marathwada,4,0.77,5.9,0.78,0.24,0.84,High,Rare,2.95,2.18,0
Keyboard,Pune/Nashik,4,1.31,7.8,0.66,0.64,0.64,High,Rare,2.32,1.01,0
Computer,Konkan/Mumbai,6,3.72,6.1,0.42,0.79,0.68,Medium,Biannual,4.41,0.69,0
Monitor,Pune/Nashik,7,1.22,6.0,0.69,0.51,0.49,Low,Biannual,6.75,5.53,0
Monitor,Vidarbha/Marathwada,7,4.86,9.2,0.64,0.48,0.96,Medium,Rare,4.31,0.0,1
Mouse,Pune/Nashik,3,0.85,8.3,0.4,0.47,0.68,Low,Biannual,2.66,1.81,0
Hard Disk / SSD,Vidarbha/Marathwada,5,4.05,4.7,0.69,0.28,0.94,Low,Rare,4.18,0.13,0
Mouse,Vidarbha/Marathwada,3,0.29,5.1,0.7,0.21,0.89,Low,Rare,2.24,1.95,0
Smartphone,Pune/Nashik,4,0.94,3.3,0.47,0.64,0.63,Low,Annual,4.12,3.18,0
Motherboard,Vidarbha/Marathwada,8,1.24,6.6,0.71,0.31,0.94,Medium,Annual,5.71,4.47,0
Printer,Pune/Nashik,5,3.53,6.4,0.5,0.46,0.4,Low,Rare,3.77,0.24,0
Hard Disk / SSD,Pune/Nashik,5,2.17,5.4,0.54,0.42,0.58,Medium,Annual,4.13,1.96,0
Motherboard,Pune/Nashik,8,0.74,9.4,0.49,0.45,0.56,High,Biannual,4.08,3.34,0
Router / Switch,Pune/Nashik,6,1.19,8.5,0.48,0.69,0.47,Low,Annual,4.43,3.24,0
Printer,Vidarbha/Marathwada,5,3.74,4.6,0.7,0.49,0.86,Low,Rare,3.87,0.13,0
Router / Switch,Pune/Nashik,6,1.21,5.8,0.4,0.61,0.55,High,Biannual,4.57,3.36,0
Hard Disk / SSD,Vidarbha/Marathwada,5,1.18,6.5,0.64,0.45,0.86,Medium,Rare,3.16,1.98,0
Router / Switch,Vidarbha/Marathwada,6,2.34,3.0,0.7,0.44,0.8,Low,Rare,5.34,3.0,0
Mouse,Vidarbha/Marathwada,3,0.69,5.3,0.76,0.43,0.72,Low,Rare,2.13,1.44,0
Hard Disk / SSD,Pune/Nashik,5,3.04,10.0,0.61,0.57,0.53,Medium,Annual,2.94,0.0,1
Router / Switch,Konkan/Mumbai,6,4.23,9.7,0.38,0.82,0.5,Low,Rare,3.6,0.0,1
Smartphone,Vidarbha/Marathwada,4,3.36,2.5,0.77,0.42,0.81,Low,Biannual,4.37,1.01,0
Printer,Vidarbha/Marathwada,5,0.95,7.1,0.95,0.32,0.99,Medium,Rare,3.54,2.59,0
Router / Switch,Vidarbha/Marathwada,6,1.99,9.1,0.79,0.46,0.91,High,Rare,3.22,1.23,0
Monitor,Pune/Nashik,7,4.04,4.7,0.48,0.57,0.42,High,Rare,4.84,0.8,0
Mouse,Konkan/Mumbai,3,1.48,2.9,0.54,0.71,0.78,Medium,Annual,3.13,1.65,0
Printer,Pune/Nashik,5,1.82,4.3,0.52,0.41,0.53,Medium,Rare,3.97,2.15,0
Keyboard,Vidarbha/Marathwada,4,3.1,4.5,0.63,0.2,0.92,Medium,Biannual,4.12,1.02,0
Hard Disk / SSD,Konkan/Mumbai,5,4.07,8.4,0.49,0.77,0.72,Low,Biannual,3.49,0.0,1
Hard Disk / SSD,Vidarbha/Marathwada,5,1.64,9.4,0.75,0.34,0.89,High,Rare,2.25,0.61,0
Projector,Konkan/Mumbai,5,5.69,2.1,0.59,0.92,0.64,High,Annual,4.8,0.0,1
Mouse,Vidarbha/Marathwada,3,0.27,2.8,0.65,0.33,0.82,Medium,Rare,2.72,2.45,0
Motherboard,Vidarbha/Marathwada,8,2.11,6.7,0.78,0.49,0.95,High,Biannual,4.91,2.8,0
Mouse,Vidarbha/Marathwada,3,0.16,3.6,0.75,0.23,0.75,Medium,Rare,2.5,2.34,0
Computer,Konkan/Mumbai,6,2.72,3.1,0.58,0.71,0.69,High,Rare,3.93,1.21,0
Monitor,Pune/Nashik,7,1.37,7.4,0.65,0.62,0.48,High,Rare,4.75,3.38,0
Router / Switch,Vidarbha/Marathwada,6,6.38,2.3,0.66,0.42,0.72,Low,Annual,7.2,0.82,0
Printer,Pune/Nashik,5,5.0,7.3,0.65,0.7,0.54,High,Annual,4.27,0.0,1
Motherboard,Konkan/Mumbai,8,4.03,6.8,0.45,0.98,0.61,Medium,Annual,4.98,0.95,0
Projector,Konkan/Mumbai,5,3.72,7.8,0.37,0.74,0.75,High,Annual,3.52,0.0,1
Printer,Vidarbha/Marathwada,5,3.43,3.7,0.71,0.44,0.78,Medium,Biannual,5.09,1.66,0
Smartphone,Vidarbha/Marathwada,4,3.68,8.7,0.81,0.47,0.99,Low,Annual,3.31,0.0,1
Router / Switch,Konkan/Mumbai,6,2.76,9.2,0.41,0.84,0.7,Medium,Rare,3.44,0.68,0
Keyboard,Konkan/Mumbai,4,2.16,8.9,0.33,0.78,0.6,Medium,Rare,2.7,0.54,0
Keyboard,Konkan/Mumbai,4,1.63,3.9,0.46,1.0,0.67,Low,Annual,4.01,2.38,0
Computer,Vidarbha/Marathwada,6,2.25,4.9,0.81,0.46,0.82,High,Rare,3.73,1.48,0
Mouse,Konkan/Mumbai,3,1.81,7.8,0.57,0.88,0.72,Medium,Annual,2.33,0.52,0
Mouse,Pune/Nashik,3,0.56,8.5,0.59,0.5,0.7,Medium,Rare,1.81,1.25,0
Keyboard,Konkan/Mumbai,4,1.05,4.0,0.35,0.87,0.68,Medium,Rare,3.25,2.2,0
Computer,Konkan/Mumbai,6,4.38,8.6,0.35,0.89,0.57,Medium,Annual,3.6,0.0,1
Router / Switch,Vidarbha/Marathwada,6,1.53,5.7,0.65,0.22,0.7,High,Rare,3.93,2.4,0
Monitor,Vidarbha/Marathwada,7,7.2,3.4,0.76,0.37,0.85,High,Annual,6.88,0.0,1
