device_type,manufacturer,region,manufacturing_year,base_lifespan_yrs,current_age_yrs,daily_usage_hrs,temperature,environment,power_quality,maintenance,software_load,remaining_life_yrs,failed
Keyboard,HP,Konkan/Mumbai,2025,4,0.16,7.5,Normal,Normal,UPS Protected,Occasional,Light,3.81,0
Microwave,IFB,Pune/Nashik,2021,8,4.26,13.4,Cool,Normal,UPS Protected,None,Heavy,2.64,0
Smartphone,Vivo,Konkan/Mumbai,2024,4,0.74,3.0,Normal,Normal,UPS Protected,Regular,Light,3.26,0
Air Conditioner,Voltas,Pune/Nashik,2015,10,9.81,7.2,Hot,Clean,Direct Grid,Occasional,Light,0.0,1
Air Conditioner,Samsung,Pune/Nashik,2016,10,9.0,10.6,Hot,Clean,Direct Grid,Occasional,Office,0.05,0
Washing Machine,Samsung,Vidarbha/Marathwada,2021,10,4.01,7.6,Normal,Normal,Frequent Outages,None,Office,4.74,0
Television,LG,Vidarbha/Marathwada,2018,8,6.97,8.5,Hot,Normal,Frequent Outages,Regular,Office,0.0,1
Laptop,Asus,Vidarbha/Marathwada,2021,5,4.18,8.1,Hot,Clean,Direct Grid,Occasional,Office,0.04,0
Washing Machine,IFB,Pune/Nashik,2024,10,1.43,13.6,Normal,Normal,Direct Grid,None,Office,8.15,0
Router / Switch,Cisco,Vidarbha/Marathwada,2020,6,4.61,3.3,Normal,Normal,Direct Grid,None,Office,0.74,0
Motherboard,MSI,Vidarbha/Marathwada,2021,8,3.62,11.1,Hot,Normal,UPS Protected,Occasional,Office,3.42,0
Battery,Generic,Vidarbha/Marathwada,2020,3,4.83,13.6,Cool,Harsh,UPS Protected,None,Office,0.0,1
Hard Disk / SSD,WD,Pune/Nashik,2024,5,0.9,1.8,Normal,Normal,Direct Grid,Regular,Light,3.95,0
Camera,Logitech,Vidarbha/Marathwada,2020,5,5.2,10.6,Hot,Harsh,Frequent Outages,Occasional,Heavy,0.0,1
Motherboard,MSI,Konkan/Mumbai,2020,8,5.28,1.0,Normal,Harsh,Direct Grid,None,Light,1.54,0
Washing Machine,IFB,Konkan/Mumbai,2018,10,6.64,1.4,Normal,Clean,Frequent Outages,Occasional,Light,3.36,0
Laptop,Acer,Pune/Nashik,2021,5,4.28,4.3,Normal,Normal,UPS Protected,Occasional,Office,0.5,0
Smartwatch,Samsung,Konkan/Mumbai,2021,3,4.44,10.6,Normal,Clean,UPS Protected,Occasional,Light,0.0,1
Keyboard,Logitech,Konkan/Mumbai,2023,4,1.95,6.0,Cool,Clean,UPS Protected,None,Heavy,1.86,0
Motherboard,Gigabyte,Pune/Nashik,2024,8,1.4,12.1,Cool,Clean,Direct Grid,Regular,Office,6.45,0
Refrigerator,Samsung,Konkan/Mumbai,2015,12,10.08,11.5,Cool,Clean,UPS Protected,Regular,Office,1.66,0
Printer,Canon,Vidarbha/Marathwada,2023,5,1.59,7.0,Hot,Normal,Direct Grid,Occasional,Office,3.41,0
Microwave,Samsung,Vidarbha/Marathwada,2017,8,7.57,9.2,Hot,Harsh,Frequent Outages,None,Light,0.0,1
Keyboard,Dell,Vidarbha/Marathwada,2023,4,1.58,9.8,Normal,Normal,Direct Grid,None,Office,2.11,0
Monitor,LG,Konkan/Mumbai,2023,7,2.43,1.8,Normal,Clean,UPS Protected,Regular,Office,4.07,0
Refrigerator,Whirlpool,Pune/Nashik,2014,12,11.29,7.9,Normal,Clean,Frequent Outages,Occasional,Office,0.0,1
Hard Disk / SSD,Samsung,Konkan/Mumbai,2019,5,6.08,13.4,Normal,Clean,Direct Grid,Occasional,Light,0.0,1
Refrigerator,Godrej,Pune/Nashik,2019,12,5.91,2.7,Normal,Harsh,UPS Protected,Occasional,Office,5.13,0
Printer,Canon,Pune/Nashik,2020,5,5.36,10.3,Cool,Clean,Direct Grid,Regular,Office,0.0,1
Smartwatch,boAt,Konkan/Mumbai,2020,3,5.0,10.6,Normal,Harsh,Direct Grid,Occasional,Office,0.0,1
Microwave,Bajaj,Pune/Nashik,2021,8,4.49,8.6,Normal,Harsh,Frequent Outages,Regular,Light,2.7,0
Router / Switch,Netgear,Vidarbha/Marathwada,2021,6,4.36,7.5,Normal,Harsh,UPS Protected,Occasional,Light,1.3,0
Washing Machine,LG,Konkan/Mumbai,2022,10,3.11,5.2,Normal,Clean,UPS Protected,None,Heavy,6.43,0
Projector,ViewSonic,Konkan/Mumbai,2021,5,3.69,9.6,Cool,Normal,UPS Protected,Occasional,Light,0.74,0
Printer,Epson,Konkan/Mumbai,2020,5,4.85,10.2,Normal,Harsh,Frequent Outages,Regular,Heavy,0.0,1
Printer,Canon,Pune/Nashik,2021,5,4.36,3.3,Hot,Normal,Direct Grid,Occasional,Light,0.09,0
Laptop,Apple,Pune/Nashik,2023,5,1.93,10.3,Normal,Normal,Direct Grid,Regular,Office,2.53,0
Keyboard,Logitech,Konkan/Mumbai,2024,4,1.15,5.2,Normal,Clean,Direct Grid,Regular,Light,2.85,0
Monitor,Acer,Vidarbha/Marathwada,2019,7,5.63,5.7,Normal,Clean,Direct Grid,Occasional,Office,0.67,0
Projector,Sony,Pune/Nashik,2024,5,1.38,12.4,Cool,Normal,Direct Grid,Occasional,Heavy,3.45,0
Hard Disk / SSD,Crucial,Konkan/Mumbai,2022,5,3.14,1.6,Normal,Normal,Direct Grid,Occasional,Office,1.83,0
Washing Machine,Whirlpool,Konkan/Mumbai,2021,10,3.84,1.7,Hot,Harsh,Direct Grid,Regular,Office,5.69,0
Laptop,Lenovo,Pune/Nashik,2020,5,5.3,10.2,Normal,Harsh,Frequent Outages,Regular,Light,0.0,1
Printer,Epson,Konkan/Mumbai,2019,5,6.39,13.1,Normal,Normal,UPS Protected,Regular,Light,0.0,1
Air Conditioner,Samsung,Vidarbha/Marathwada,2017,10,7.75,2.9,Hot,Clean,Direct Grid,Regular,Heavy,1.87,0
Television,Mi,Vidarbha/Marathwada,2020,8,5.31,7.2,Hot,Harsh,Direct Grid,Occasional,Heavy,1.51,0
Computer,Dell,Vidarbha/Marathwada,2020,6,4.94,6.2,Hot,Clean,Direct Grid,Occasional,Light,0.23,0
Air Conditioner,Voltas,Pune/Nashik,2014,10,11.16,6.1,Hot,Normal,UPS Protected,Regular,Light,0.0,1
Battery,Luminous,Konkan/Mumbai,2023,3,1.81,12.5,Hot,Normal,UPS Protected,Occasional,Light,0.91,0
Hard Disk / SSD,WD,Pune/Nashik,2019,5,6.15,4.7,Normal,Normal,UPS Protected,None,Office,0.0,1
Washing Machine,Samsung,Vidarbha/Marathwada,2023,10,1.89,1.5,Hot,Normal,Direct Grid,Regular,Light,8.11,0
Microwave,IFB,Vidarbha/Marathwada,2017,8,7.7,7.2,Normal,Harsh,UPS Protected,Regular,Office,0.0,1
Motherboard,Gigabyte,Pune/Nashik,2022,8,2.98,13.0,Cool,Clean,UPS Protected,None,Heavy,4.86,0
Battery,Luminous,Vidarbha/Marathwada,2023,3,1.78,5.6,Hot,Clean,UPS Protected,None,Office,0.93,0
Smartwatch,Noise,Pune/Nashik,2024,3,1.12,1.4,Cool,Clean,Direct Grid,Occasional,Light,1.77,0
Monitor,Dell,Vidarbha/Marathwada,2018,7,6.92,14.0,Hot,Harsh,Frequent Outages,Occasional,Light,0.0,1
Keyboard,Dell,Vidarbha/Marathwada,2021,4,3.53,8.5,Normal,Normal,Direct Grid,Regular,Heavy,0.0,1
Smartwatch,boAt,Vidarbha/Marathwada,2023,3,2.31,12.4,Cool,Normal,Frequent Outages,None,Light,0.09,0
Camera,Canon,Vidarbha/Marathwada,2024,5,1.13,13.9,Normal,Normal,Direct Grid,Occasional,Light,3.65,0
Refrigerator,Godrej,Pune/Nashik,2020,12,5.01,2.2,Normal,Normal,UPS Protected,Regular,Office,6.24,0
Smartwatch,Apple,Pune/Nashik,2022,3,3.21,9.5,Hot,Normal,Direct Grid,Regular,Light,0.0,1
Air Conditioner,Daikin,Konkan/Mumbai,2016,10,8.77,8.0,Normal,Normal,UPS Protected,Occasional,Heavy,0.47,0
Motherboard,Intel,Vidarbha/Marathwada,2025,8,0.03,13.4,Hot,Normal,Direct Grid,Regular,Heavy,7.09,0
Laptop,HP,Pune/Nashik,2021,5,3.65,6.0,Normal,Clean,Direct Grid,Occasional,Office,0.9,0
Camera,Nikon,Vidarbha/Marathwada,2023,5,2.06,11.0,Normal,Harsh,Direct Grid,None,Office,2.69,0
Projector,BenQ,Pune/Nashik,2019,5,6.29,2.4,Cool,Clean,Frequent Outages,None,Office,0.0,1
Laptop,Apple,Vidarbha/Marathwada,2022,5,3.11,3.4,Hot,Harsh,UPS Protected,Occasional,Office,1.47,0
Television,Mi,Konkan/Mumbai,2018,8,6.98,1.8,Hot,Normal,Direct Grid,Occasional,Office,0.29,0
Refrigerator,Godrej,Konkan/Mumbai,2019,12,6.47,5.6,Hot,Normal,UPS Protected,Regular,Light,4.17,0
Mouse,Logitech,Vidarbha/Marathwada,2023,3,1.96,2.1,Hot,Harsh,Direct Grid,Regular,Light,0.56,0
Keyboard,Dell,Konkan/Mumbai,2023,4,2.3,13.3,Hot,Normal,Direct Grid,Regular,Light,1.3,0
Keyboard,Zebronics,Konkan/Mumbai,2021,4,4.03,12.5,Normal,Normal,UPS Protected,Regular,Light,0.0,1
Hard Disk / SSD,Samsung,Vidarbha/Marathwada,2019,5,6.4,12.6,Hot,Harsh,Direct Grid,Occasional,Heavy,0.0,1
Smartphone,Samsung,Vidarbha/Marathwada,2021,4,3.9,13.7,Normal,Harsh,UPS Protected,Occasional,Heavy,0.0,1
Router / Switch,Cisco,Vidarbha/Marathwada,2022,6,2.94,1.2,Normal,Clean,Frequent Outages,None,Light,2.53,0
Television,TCL,Konkan/Mumbai,2021,8,4.39,9.0,Hot,Normal,UPS Protected,Regular,Heavy,2.62,0
Monitor,BenQ,Pune/Nashik,2021,7,3.64,10.1,Hot,Normal,Direct Grid,None,Light,2.74,0
Laptop,Apple,Vidarbha/Marathwada,2023,5,2.26,1.8,Hot,Normal,Frequent Outages,None,Office,2.59,0
Refrigerator,Samsung,Pune/Nashik,2015,12,9.59,4.8,Normal,Normal,Direct Grid,Occasional,Heavy,1.32,0
Refrigerator,Godrej,Konkan/Mumbai,2012,12,12.63,13.3,Normal,Clean,UPS Protected,Occasional,Light,0.0,1
Printer,Canon,Pune/Nashik,2022,5,3.48,1.0,Normal,Normal,Frequent Outages,Occasional,Light,1.42,0
Hard Disk / SSD,Samsung,Konkan/Mumbai,2025,5,0.45,4.3,Cool,Harsh,UPS Protected,Occasional,Office,4.46,0
Projector,Sony,Vidarbha/Marathwada,2020,5,5.33,3.8,Hot,Harsh,Direct Grid,Occasional,Light,0.0,1
Refrigerator,Godrej,Vidarbha/Marathwada,2019,12,6.31,2.9,Hot,Normal,Frequent Outages,Occasional,Heavy,4.87,0
Smartphone,Apple,Konkan/Mumbai,2022,4,2.81,6.2,Normal,Normal,Frequent Outages,Regular,Heavy,0.72,0
Mouse,Dell,Konkan/Mumbai,2025,3,0.12,12.1,Hot,Harsh,Frequent Outages,Occasional,Office,2.73,0
Refrigerator,Whirlpool,Konkan/Mumbai,2022,12,3.15,6.3,Normal,Normal,UPS Protected,Regular,Office,8.2,0
Mouse,HP,Vidarbha/Marathwada,2022,3,3.21,8.2,Hot,Clean,Direct Grid,Regular,Office,0.0,1
Printer,Brother,Konkan/Mumbai,2022,5,2.98,11.1,Cool,Normal,UPS Protected,Occasional,Office,1.48,0
Keyboard,Dell,Pune/Nashik,2025,4,0.34,12.2,Normal,Normal,Direct Grid,Occasional,Light,3.44,0
Laptop,Asus,Pune/Nashik,2022,5,3.07,9.5,Normal,Clean,UPS Protected,Occasional,Light,1.48,0
Air Conditioner,LG,Vidarbha/Marathwada,2020,10,5.49,7.6,Normal,Harsh,Direct Grid,Regular,Office,4.13,0
Smartwatch,Noise,Pune/Nashik,2021,3,4.28,11.6,Normal,Normal,Direct Grid,Occasional,Light,0.0,1
Monitor,Acer,Konkan/Mumbai,2022,7,3.16,8.4,Normal,Harsh,UPS Protected,Regular,Light,3.84,0
Battery,Luminous,Vidarbha/Marathwada,2022,3,3.46,13.7,Normal,Harsh,UPS Protected,Occasional,Office,0.0,1
Keyboard,Logitech,Pune/Nashik,2021,4,4.24,3.6,Hot,Normal,Direct Grid,Regular,Heavy,0.0,1
Computer,HP,Vidarbha/Marathwada,2021,6,4.32,12.0,Hot,Normal,Direct Grid,None,Office,0.63,0
Printer,Epson,Vidarbha/Marathwada,2022,5,2.66,12.4,Normal,Normal,Direct Grid,Occasional,Light,1.67,0
Motherboard,Intel,Vidarbha/Marathwada,2022,8,3.39,11.2,Hot,Normal,Direct Grid,Regular,Office,4.43,0
Refrigerator,LG,Pune/Nashik,2016,12,9.23,8.2,Normal,Normal,UPS Protected,Occasional,Light,2.43,0
Smartphone,Vivo,Konkan/Mumbai,2020,4,4.74,3.7,Normal,Normal,UPS Protected,Regular,Heavy,0.0,1
Projector,Sony,Konkan/Mumbai,2023,5,1.83,5.4,Hot,Normal,UPS Protected,Occasional,Office,3.06,0
Monitor,LG,Pune/Nashik,2023,7,2.49,2.4,Normal,Harsh,UPS Protected,Regular,Office,4.33,0
Washing Machine,Samsung,Konkan/Mumbai,2015,10,9.5,4.4,Normal,Normal,Direct Grid,Occasional,Office,0.0,1
Keyboard,Dell,Vidarbha/Marathwada,2021,4,4.48,7.5,Hot,Harsh,Direct Grid,Regular,Light,0.0,1
Mouse,Logitech,Pune/Nashik,2022,3,2.71,2.1,Normal,Normal,UPS Protected,Regular,Light,0.0,1
Monitor,Dell,Konkan/Mumbai,2019,7,6.38,5.3,Hot,Harsh,Frequent Outages,Regular,Light,0.0,1
Television,LG,Pune/Nashik,2023,8,1.5,2.3,Cool,Normal,Direct Grid,Occasional,Heavy,6.27,0
Mouse,Zebronics,Konkan/Mumbai,2020,3,4.73,9.1,Normal,Clean,Frequent Outages,Occasional,Office,0.0,1
Motherboard,Intel,Konkan/Mumbai,2021,8,4.11,2.8,Normal,Harsh,Direct Grid,Occasional,Heavy,3.66,0
Monitor,Acer,Pune/Nashik,2021,7,3.55,9.5,Hot,Harsh,UPS Protected,None,Office,2.98,0
Washing Machine,Whirlpool,Vidarbha/Marathwada,2018,10,6.69,4.8,Normal,Clean,Direct Grid,Regular,Office,1.94,0
Battery,Generic,Vidarbha/Marathwada,2024,3,0.84,9.1,Hot,Normal,Direct Grid,Regular,Light,1.92,0
Computer,Acer,Vidarbha/Marathwada,2020,6,5.24,12.8,Hot,Normal,Frequent Outages,Occasional,Light,0.0,1
Motherboard,Gigabyte,Pune/Nashik,2016,8,9.41,2.4,Cool,Normal,Direct Grid,Occasional,Light,0.0,1
Mouse,Dell,Vidarbha/Marathwada,2025,3,0.21,2.1,Hot,Clean,Frequent Outages,Occasional,Heavy,2.75,0
Microwave,LG,Vidarbha/Marathwada,2016,8,9.03,13.5,Hot,Clean,Frequent Outages,None,Heavy,0.0,1
Microwave,Samsung,Vidarbha/Marathwada,2018,8,6.66,13.3,Hot,Harsh,Frequent Outages,Regular,Heavy,0.0,1
Washing Machine,LG,Konkan/Mumbai,2019,10,5.75,2.8,Hot,Clean,Direct Grid,Regular,Light,3.29,0
Television,TCL,Pune/Nashik,2017,8,8.15,8.1,Hot,Clean,UPS Protected,None,Office,0.0,1
Hard Disk / SSD,Seagate,Konkan/Mumbai,2020,5,5.35,4.1,Hot,Normal,Direct Grid,Occasional,Light,0.0,1
Mouse,Dell,Konkan/Mumbai,2023,3,1.94,7.3,Cool,Clean,Frequent Outages,Occasional,Light,0.95,0
Air Conditioner,LG,Pune/Nashik,2015,10,10.39,1.0,Normal,Normal,UPS Protected,Occasional,Light,0.0,1
Laptop,Lenovo,Pune/Nashik,2024,5,1.47,13.1,Hot,Clean,Direct Grid,None,Office,3.23,0
Computer,HP,Pune/Nashik,2018,6,7.49,10.1,Normal,Normal,UPS Protected,None,Heavy,0.0,1
Laptop,Acer,Konkan/Mumbai,2018,5,6.58,10.8,Normal,Harsh,Direct Grid,Regular,Office,0.0,1
Mouse,Logitech,Vidarbha/Marathwada,2023,3,2.25,4.0,Normal,Clean,Frequent Outages,Occasional,Office,0.69,0
Computer,Lenovo,Pune/Nashik,2020,6,4.62,2.0,Cool,Harsh,Frequent Outages,Regular,Office,0.44,0
Laptop,Acer,Pune/Nashik,2023,5,1.85,1.8,Hot,Clean,Direct Grid,Regular,Light,3.15,0
Router / Switch,TP-Link,Vidarbha/Marathwada,2019,6,5.99,3.3,Cool,Normal,Direct Grid,None,Light,0.0,1
Battery,Exide,Pune/Nashik,2024,3,1.3,4.8,Cool,Clean,Direct Grid,Occasional,Office,1.7,0
Monitor,BenQ,Pune/Nashik,2020,7,5.21,5.9,Hot,Normal,UPS Protected,Occasional,Office,1.26,0
Smartphone,OnePlus,Vidarbha/Marathwada,2021,4,3.9,6.7,Hot,Normal,Direct Grid,Occasional,Office,0.0,1
Laptop,Asus,Vidarbha/Marathwada,2023,5,1.98,5.2,Normal,Normal,Direct Grid,Regular,Office,2.6,0
Smartwatch,Apple,Vidarbha/Marathwada,2025,3,0.46,11.7,Normal,Harsh,Direct Grid,Regular,Light,2.43,0
Keyboard,HP,Pune/Nashik,2023,4,2.07,4.1,Hot,Normal,Frequent Outages,None,Light,1.45,0
Hard Disk / SSD,Samsung,Konkan/Mumbai,2024,5,1.42,13.7,Normal,Clean,UPS Protected,Occasional,Office,3.25,0
Smartwatch,boAt,Pune/Nashik,2022,3,2.7,8.4,Normal,Normal,UPS Protected,None,Office,0.0,1
Microwave,Bajaj,Vidarbha/Marathwada,2021,8,4.13,5.9,Hot,Normal,UPS Protected,Occasional,Heavy,3.29,0
Projector,Sony,Vidarbha/Marathwada,2024,5,1.49,9.1,Hot,Clean,Frequent Outages,None,Office,3.03,0
Television,TCL,Vidarbha/Marathwada,2021,8,3.98,5.8,Cool,Harsh,Direct Grid,Occasional,Light,3.33,0
Battery,Luminous,Vidarbha/Marathwada,2021,3,4.26,1.8,Normal,Harsh,Frequent Outages,Occasional,Light,0.0,1
Refrigerator,LG,Konkan/Mumbai,2023,12,1.93,4.5,Hot,Normal,Direct Grid,Occasional,Heavy,9.76,0
Smartphone,Samsung,Vidarbha/Marathwada,2024,4,0.66,12.6,Hot,Normal,Direct Grid,None,Office,3.25,0
Refrigerator,Samsung,Konkan/Mumbai,2012,12,13.21,5.7,Normal,Normal,UPS Protected,None,Heavy,0.0,1
Motherboard,Asus,Pune/Nashik,2018,8,6.88,11.8,Normal,Clean,UPS Protected,Regular,Office,0.0,1
Computer,Lenovo,Pune/Nashik,2017,6,7.52,11.8,Cool,Normal,Direct Grid,Occasional,Light,0.0,1
Air Conditioner,Samsung,Konkan/Mumbai,2016,10,8.71,13.7,Cool,Normal,UPS Protected,Occasional,Light,0.0,1
Washing Machine,Whirlpool,Konkan/Mumbai,2020,10,4.72,8.7,Normal,Normal,Frequent Outages,Occasional,Office,4.31,0
Air Conditioner,Voltas,Konkan/Mumbai,2019,10,5.51,13.3,Normal,Harsh,UPS Protected,Regular,Office,2.7,0
Monitor,Samsung,Pune/Nashik,2021,7,3.54,10.2,Normal,Normal,UPS Protected,Regular,Light,2.78,0
Hard Disk / SSD,WD,Pune/Nashik,2023,5,2.21,12.6,Cool,Normal,Direct Grid,Occasional,Heavy,1.95,0
Camera,Canon,Vidarbha/Marathwada,2025,5,0.26,6.6,Normal,Normal,Frequent Outages,None,Light,4.68,0
Washing Machine,LG,Pune/Nashik,2023,10,2.3,7.2,Hot,Clean,Direct Grid,Occasional,Heavy,7.37,0
Washing Machine,IFB,Vidarbha/Marathwada,2016,10,8.8,6.2,Hot,Normal,Frequent Outages,None,Light,0.0,1
Keyboard,HP,Konkan/Mumbai,2025,4,0.3,1.3,Normal,Harsh,Direct Grid,Occasional,Light,3.7,0
Television,Sony,Pune/Nashik,2016,8,8.96,2.5,Hot,Clean,Direct Grid,None,Office,0.0,1
Smartwatch,Samsung,Pune/Nashik,2023,3,1.67,10.8,Normal,Clean,Direct Grid,None,Light,0.93,0
Washing Machine,Samsung,Konkan/Mumbai,2015,10,10.04,10.4,Normal,Clean,UPS Protected,Occasional,Office,0.0,1
Projector,BenQ,Konkan/Mumbai,2021,5,4.08,13.7,Normal,Clean,UPS Protected,Regular,Office,0.28,0
Motherboard,MSI,Konkan/Mumbai,2020,8,5.47,8.0,Normal,Normal,UPS Protected,Occasional,Light,2.29,0
Battery,Generic,Pune/Nashik,2024,3,0.94,11.7,Normal,Clean,Direct Grid,None,Heavy,1.95,0
Smartwatch,boAt,Pune/Nashik,2021,3,4.14,2.2,Normal,Normal,Direct Grid,Occasional,Light,0.0,1
Washing Machine,IFB,Vidarbha/Marathwada,2018,10,6.62,5.5,Cool,Normal,Frequent Outages,Occasional,Heavy,2.7,0
Printer,Epson,Vidarbha/Marathwada,2020,5,5.34,9.4,Hot,Normal,UPS Protected,Regular,Heavy,0.0,1
Mouse,Dell,Konkan/Mumbai,2021,3,4.32,6.4,Hot,Clean,Direct Grid,Occasional,Light,0.0,1
Smartwatch,Samsung,Konkan/Mumbai,2020,3,4.87,3.0,Normal,Clean,Direct Grid,None,Light,0.0,1
Motherboard,Asus,Vidarbha/Marathwada,2017,8,8.44,9.6,Hot,Harsh,Direct Grid,None,Office,0.0,1
Refrigerator,Whirlpool,Konkan/Mumbai,2019,12,5.83,11.4,Normal,Normal,Direct Grid,Occasional,Office,4.36,0
Smartphone,Xiaomi,Konkan/Mumbai,2020,4,4.96,3.3,Hot,Normal,UPS Protected,None,Light,0.0,1
Keyboard,Dell,Pune/Nashik,2019,4,5.59,3.7,Hot,Harsh,UPS Protected,None,Office,0.0,1
Laptop,Apple,Pune/Nashik,2020,5,5.44,1.2,Normal,Clean,Frequent Outages,Occasional,Light,0.0,1
Air Conditioner,Samsung,Konkan/Mumbai,2022,10,3.46,12.2,Normal,Clean,Direct Grid,Regular,Heavy,5.76,0
Camera,Sony,Vidarbha/Marathwada,2021,5,4.32,2.4,Normal,Normal,Frequent Outages,Regular,Office,0.02,0
Refrigerator,Whirlpool,Pune/Nashik,2021,12,3.71,10.7,Normal,Clean,Direct Grid,None,Office,7.93,0
Router / Switch,TP-Link,Pune/Nashik,2023,6,2.06,2.5,Hot,Normal,UPS Protected,Regular,Heavy,3.38,0
Monitor,Samsung,Vidarbha/Marathwada,2018,7,6.69,8.2,Normal,Harsh,Direct Grid,Occasional,Office,0.0,1
Printer,Epson,Konkan/Mumbai,2023,5,2.1,10.6,Hot,Normal,Direct Grid,Regular,Office,2.74,0
Television,TCL,Vidarbha/Marathwada,2020,8,4.55,12.7,Normal,Harsh,Direct Grid,Occasional,Office,2.62,0
Monitor,BenQ,Konkan/Mumbai,2023,7,2.34,1.3,Hot,Harsh,UPS Protected,None,Office,4.4,0
Air Conditioner,Voltas,Vidarbha/Marathwada,2023,10,1.68,5.7,Hot,Normal,Direct Grid,Regular,Heavy,7.71,0
Air Conditioner,Daikin,Pune/Nashik,2017,10,7.92,11.0,Normal,Clean,Frequent Outages,Occasional,Light,1.08,0
Television,Mi,Konkan/Mumbai,2021,8,4.19,9.6,Normal,Normal,UPS Protected,Regular,Heavy,2.83,0
Laptop,Asus,Konkan/Mumbai,2021,5,4.44,2.5,Cool,Clean,Direct Grid,Occasional,Light,0.26,0
Keyboard,Dell,Pune/Nashik,2023,4,2.06,9.8,Cool,Normal,Frequent Outages,Occasional,Light,1.35,0
Battery,Amaron,Konkan/Mumbai,2024,3,0.54,9.3,Normal,Harsh,Direct Grid,Occasional,Light,2.31,0
Washing Machine,Whirlpool,Vidarbha/Marathwada,2021,10,3.83,1.7,Normal,Normal,UPS Protected,Regular,Heavy,5.6,0
Refrigerator,Samsung,Konkan/Mumbai,2023,12,1.68,13.7,Normal,Normal,Direct Grid,Occasional,Heavy,9.19,0
Microwave,Samsung,Vidarbha/Marathwada,2015,8,9.92,4.6,Normal,Normal,Direct Grid,Occasional,Light,0.0,1
Battery,Exide,Konkan/Mumbai,2020,3,4.93,5.5,Normal,Normal,Direct Grid,None,Light,0.0,1
Television,LG,Vidarbha/Marathwada,2019,8,6.08,2.8,Hot,Harsh,Frequent Outages,None,Office,1.05,0
Mouse,Zebronics,Konkan/Mumbai,2023,3,1.63,7.6,Cool,Harsh,UPS Protected,Regular,Heavy,0.94,0
Keyboard,HP,Vidarbha/Marathwada,2023,4,1.66,2.5,Hot,Normal,UPS Protected,Occasional,Light,2.23,0
Motherboard,Asus,Pune/Nashik,2018,8,7.19,5.6,Normal,Normal,UPS Protected,Regular,Light,0.0,1
Printer,Canon,Pune/Nashik,2025,5,0.28,7.9,Normal,Clean,UPS Protected,Regular,Light,4.72,0
Mouse,Dell,Pune/Nashik,2023,3,1.82,2.6,Normal,Normal,Frequent Outages,None,Office,0.79,0
Microwave,LG,Konkan/Mumbai,2017,8,7.85,5.4,Normal,Normal,Direct Grid,Regular,Office,0.0,1
Projector,Epson,Pune/Nashik,2020,5,5.45,12.1,Cool,Normal,Direct Grid,Occasional,Office,0.0,1
Television,Sony,Pune/Nashik,2023,8,1.66,4.5,Normal,Normal,Direct Grid,Regular,Light,6.11,0
Keyboard,Logitech,Pune/Nashik,2019,4,5.91,11.4,Cool,Clean,Direct Grid,Occasional,Office,0.0,1
Air Conditioner,Blue Star,Vidarbha/Marathwada,2020,10,5.38,3.3,Normal,Harsh,Frequent Outages,None,Office,4.1,0
Mouse,Zebronics,Vidarbha/Marathwada,2022,3,3.08,4.0,Hot,Clean,Frequent Outages,Regular,Office,0.0,1
Keyboard,Dell,Vidarbha/Marathwada,2021,4,3.56,8.3,Hot,Harsh,Frequent Outages,Occasional,Office,0.0,1
Air Conditioner,Blue Star,Vidarbha/Marathwada,2018,10,6.6,11.2,Normal,Clean,Direct Grid,Regular,Light,1.9,0
Smartphone,Samsung,Pune/Nashik,2019,4,5.69,13.5,Hot,Harsh,Direct Grid,None,Office,0.0,1
Motherboard,Intel,Konkan/Mumbai,2016,8,8.8,10.6,Hot,Harsh,UPS Protected,Occasional,Office,0.0,1
Smartwatch,Samsung,Pune/Nashik,2022,3,2.84,2.2,Hot,Clean,Frequent Outages,Regular,Office,0.0,1
Printer,HP,Konkan/Mumbai,2021,5,4.19,2.9,Normal,Clean,Direct Grid,Regular,Light,0.66,0
Television,Samsung,Konkan/Mumbai,2024,8,1.35,2.9,Hot,Normal,Direct Grid,None,Office,6.53,0
Projector,ViewSonic,Konkan/Mumbai,2019,5,5.97,6.0,Hot,Harsh,UPS Protected,Regular,Light,0.0,1
Monitor,Dell,Vidarbha/Marathwada,2017,7,7.87,8.1,Hot,Clean,Direct Grid,Occasional,Office,0.0,1
Laptop,Asus,Konkan/Mumbai,2018,5,6.56,10.4,Normal,Harsh,Direct Grid,Regular,Office,0.0,1
Laptop,Dell,Vidarbha/Marathwada,2020,5,5.49,1.5,Hot,Clean,UPS Protected,Occasional,Office,0.0,1
Microwave,Bajaj,Vidarbha/Marathwada,2023,8,1.89,3.3,Normal,Clean,Direct Grid,Occasional,Light,6.11,0
Keyboard,Logitech,Pune/Nashik,2024,4,1.41,6.8,Normal,Harsh,UPS Protected,Occasional,Heavy,2.26,0
Mouse,HP,Vidarbha/Marathwada,2021,3,3.74,12.3,Normal,Normal,Direct Grid,Occasional,Light,0.0,1
Air Conditioner,Blue Star,Pune/Nashik,2020,10,4.56,13.5,Cool,Clean,Direct Grid,Occasional,Office,4.46,0
Battery,Luminous,Pune/Nashik,2023,3,2.19,1.2,Cool,Harsh,Direct Grid,None,Light,0.75,0
Mouse,HP,Vidarbha/Marathwada,2021,3,3.62,1.7,Normal,Clean,Frequent Outages,None,Office,0.0,1
Router / Switch,TP-Link,Vidarbha/Marathwada,2020,6,5.2,9.8,Hot,Normal,Frequent Outages,Occasional,Office,0.0,1
